X1	Chr	Position	logR
CN_787111	19	2846395	-0.0496
SNP_A-2042475	19	2846559	0.29
SNP_A-1900104	19	2846784	0.0614
CN_787112	19	2847242	-0.2941
SNP_A-4280329	19	2851680	0.4764
CN_787113	19	2852522	-0.398
SNP_A-8349833	19	2853568	-0.2298
CN_787114	19	2856761	-0.6935
CN_787115	19	2865532	-0.009
SNP_A-2239482	19	2868273	-0.467
CN_787116	19	2869122	-0.4456
CN_787117	19	2871797	-0.5631
SNP_A-8590285	19	2873325	-0.1402
SNP_A-8352405	19	2873441	-0.4778
CN_787118	19	2873745	-1.2154
SNP_A-1799767	19	2877367	-0.5976
CN_787122	19	2877864	-0.6016
SNP_A-8682652	19	2879240	-0.3716
CN_787123	19	2885518	-0.0679
CN_787124	19	2886119	0.0805
CN_787125	19	2886486	-0.9386
SNP_A-2154267	19	2886746	-0.0541
CN_787126	19	2888916	-0.398
CN_787127	19	2891099	0.1139
SNP_A-2051288	19	2891167	0
CN_787128	19	2894153	-0.3861
CN_787129	19	2894880	-0.2373
SNP_A-8435490	19	2896820	0.2285
SNP_A-8603539	19	2897135	-0.2187
SNP_A-1862293	19	2897883	0.1926
SNP_A-8442643	19	2902148	-1.1756
SNP_A-1923134	19	2902421	-0.4778
SNP_A-2240899	19	2904275	0.1325
CN_787130	19	2904291	0.0894
CN_787131	19	2905078	-0.6788
SNP_A-4225619	19	2905117	-0.594
SNP_A-2123019	19	2906477	-0.1481
SNP_A-2105959	19	2909035	-0.8261
CN_787133	19	2909051	-0.8261
SNP_A-8450600	19	2909095	-1.0183
CN_787135	19	2911218	-0.161
SNP_A-8537327	19	2912078	-0.0875
CN_787136	19	2912578	-0.7351
SNP_A-8592599	19	2912651	-0.7715
CN_787137	19	2915100	0.3344
CN_787138	19	2917590	-0.8741
SNP_A-8439531	19	2922095	-0.639
SNP_A-1814570	19	2923265	-0.1934
CN_787139	19	2924343	-1.398
CN_787140	19	2924900	0.0458
CN_787141	19	2925449	0.2451
CN_787142	19	2934059	0.3654
SNP_A-8602074	19	2934284	-0.246
SNP_A-4275319	19	2939732	0.1661
CN_787143	19	2940921	-0.3309
SNP_A-2096585	19	2947154	-0.6935
CN_787144	19	2947225	-0.9021
CN_787145	19	2953029	0.0458
SNP_A-1892138	19	2953089	-0.2095
CN_787146	19	2954351	-0.0596
CN_787147	19	2957019	-0.2116
CN_787148	19	2957407	-0.2154
CN_787149	19	2963357	0.2451
CN_787150	19	2974629	-0.1085
SNP_A-8400232	19	2982836	-0.993
SNP_A-8462258	19	2989699	-0.7866
CN_787152	19	2989977	0.254
SNP_A-8312039	19	2991816	0.4764
CN_787153	19	2992507	0.3244
CN_787154	19	2993560	0.1869
SNP_A-2313609	19	2996016	-0.4851
SNP_A-8546263	19	2996485	-0.9021
SNP_A-4304696	19	2996891	-0.8261
SNP_A-8481448	19	2997792	0.3189
SNP_A-4292660	19	2997899	-0.8037
CN_787155	19	2998070	-1.2605
CN_787156	19	2998719	-1.983
CN_787157	19	3002849	-0.3601
CN_787158	19	3003701	-0.1516
SNP_A-8713248	19	3004794	-1.3536
SNP_A-2209964	19	3005233	-0.2187
SNP_A-8634586	19	3007700	-0.2605
SNP_A-8470556	19	3009790	-0.993
SNP_A-8430913	19	3010650	-0.0892
SNP_A-8628382	19	3010805	-0.4851
SNP_A-8515553	19	3012450	-0.2298
SNP_A-1939610	19	3012885	-1.1085
SNP_A-8547501	19	3020693	-0.8455
CN_165723	19	3021437	-0.3536
SNP_A-8593273	19	3034536	-0.0305
CN_787161	19	3051552	-1.1085
SNP_A-8317279	19	3054569	-0.1085
CN_787162	19	3054759	0.2451
CN_787163	19	3073417	-0.7866
SNP_A-8522999	19	3073832	0.1716
CN_787165	19	3082460	-0.1085
CN_787166	19	3083891	-0.4851
CN_165729	19	3084539	0.1354
CN_787169	19	3096208	0.0979
CN_787170	19	3097992	-0.4919
SNP_A-8433331	19	3098247	0.2008
SNP_A-8677741	19	3099031	-0.6332
CN_787171	19	3103129	-1.1807
SNP_A-1820837	19	3104654	-0.3861
SNP_A-2235030	19	3106590	0.2623
CN_787172	19	3106866	-0.9221
SNP_A-4258065	19	3109760	-0.4829
SNP_A-8315937	19	3112006	-0.1085
SNP_A-8358061	19	3112025	0.1545
CN_787174	19	3112080	0.3695
SNP_A-8483469	19	3113905	-0.5236
SNP_A-2235475	19	3123115	-0.32
SNP_A-1783513	19	3123171	-0.809
CN_787175	19	3123740	-0.1699
CN_787176	19	3132910	-0.4778
CN_787177	19	3134701	0.5406
SNP_A-8692819	19	3143285	-0.9021
SNP_A-8469149	19	3145889	-0.3407
CN_787178	19	3149785	-0.578
SNP_A-2197424	19	3152984	-0.5976
SNP_A-8450457	19	3155738	-0.6611
SNP_A-2155017	19	3155904	-0.5877
CN_787179	19	3156075	-1.398
SNP_A-1888458	19	3158118	-0.6456
SNP_A-8515056	19	3158500	-0.1312
SNP_A-2095578	19	3158549	-0.0381
SNP_A-2281051	19	3160387	0.0239
CN_787180	19	3161259	-0.0875
CN_787181	19	3166717	0.292
CN_787182	19	3167765	0.0025
SNP_A-4241919	19	3180772	0.017
SNP_A-8317424	19	3187432	0.2008
SNP_A-8622368	19	3188129	-0.0166
CN_787183	19	3197373	-0.6456
SNP_A-2227451	19	3200872	-0.2941
CN_787184	19	3201015	0.0108
CN_787186	19	3205977	-0.7866
SNP_A-8628362	19	3209485	-0.5976
SNP_A-8696195	19	3209679	-0.7215
SNP_A-8481095	19	3210140	-0.1085
CN_787188	19	3214116	-0.9386
SNP_A-1836959	19	3227104	-1.0326
CN_787194	19	3233146	-0.4919
CN_787195	19	3233528	-0.2341
CN_787196	19	3243806	-0.424
SNP_A-8651193	19	3245940	-0.3012
CN_787197	19	3246738	0.415
SNP_A-8534276	19	3251221	-1.224
CN_787198	19	3252812	-0.224
SNP_A-8678262	19	3252865	-0.3012
SNP_A-8451654	19	3253534	0.2607
SNP_A-8541947	19	3253930	0.0458
CN_787199	19	3256958	0.0614
CN_787200	19	3257376	-0.0305
SNP_A-8684016	19	3257417	0.3244
CN_787201	19	3261535	-0.4217
CN_787202	19	3261893	-0.1085
SNP_A-8572227	19	3261997	-0.2116
CN_787203	19	3262488	-0.3012
CN_787204	19	3266235	-0.733
CN_787205	19	3266291	-0.746
CN_787206	19	3266754	-0.2891
CN_787207	19	3274089	-0.5236
CN_787208	19	3275131	-0.6167
CN_787209	19	3278192	-0.398
CN_787210	19	3279032	0.4764
SNP_A-1942770	19	3281588	0.4175
CN_787211	19	3281870	0.1645
CN_787212	19	3282632	0.292
CN_165752	19	3283188	-0.3716
CN_787213	19	3288126	-0.6279
SNP_A-8677986	19	3299484	-0.1336
SNP_A-8324364	19	3300341	-0.1085
CN_787226	19	3302891	-0.3309
CN_787230	19	3305832	-1.3012
SNP_A-2306127	19	3308078	-0.6231
SNP_A-2314969	19	3308098	-0.4496
CN_787238	19	3319720	-0.4496
SNP_A-2040229	19	3319783	0.0979
CN_787243	19	3321679	-0.3495
SNP_A-8407661	19	3321712	-0.0679
CN_165775	19	3327945	-0.08
SNP_A-1893762	19	3329811	-2.487
CN_789310	19	3332070	-0.568
CN_789311	19	3333023	-1.3309
CN_789312	19	3333279	-0.0641
SNP_A-2202101	19	3336541	-0.0761
CN_789328	19	3340054	-0.1574
SNP_A-8585109	19	3342308	-0.1451
CN_789329	19	3342441	-0.8928
CN_789334	19	3342948	-0.3631
SNP_A-8593661	19	3348271	-0.7866
CN_789371	19	3352450	-0.8037
SNP_A-8647615	19	3354958	-0.4904
CN_789412	19	3363203	-0.3309
CN_789414	19	3363974	-0.6016
SNP_A-2107966	19	3364190	-1.009
CN_789418	19	3364414	-0.191
SNP_A-1791137	19	3365641	-0.668
CN_791494	19	3369182	-0.161
CN_165825	19	3383498	-0.8317
CN_791575	19	3389634	-0.3815
CN_791581	19	3390314	0.254
CN_791612	19	3396996	-1.4496
CN_791614	19	3397579	-0.2341
CN_793680	19	3401819	-0.8037
SNP_A-8485901	19	3405428	-0.4622
SNP_A-8492029	19	3411648	-0.343
SNP_A-1835749	19	3412037	-0.0381
SNP_A-1870496	19	3412059	-0.083
CN_793719	19	3412609	-0.8037
SNP_A-1948043	19	3418558	0.1045
SNP_A-8685801	19	3418991	-0.0596
SNP_A-8298562	19	3419948	-0.1558
SNP_A-4279846	19	3425083	-0.4888
CN_793784	19	3428520	-2.568
CN_793787	19	3428735	-0.993
SNP_A-8350754	19	3429939	-0.3121
SNP_A-2212145	19	3443472	-0.3815
SNP_A-8596323	19	3445723	-0.4263
SNP_A-2309380	19	3446109	-0.3078
CN_795910	19	3451167	-0.8261
CN_795955	19	3461120	-0.6491
CN_795974	19	3465230	-1.8455
CN_165919	19	3466842	-0.5236
CN_795985	19	3467020	-0.398
SNP_A-2096459	19	3481580	0.0759
CN_798108	19	3481616	-0.0496
CN_798127	19	3485990	0.1545
SNP_A-2124968	19	3487329	-0.6528
CN_798133	19	3487449	0.0805
CN_798138	19	3488242	-0.32
CN_798139	19	3488513	-0.1934
CN_798153	19	3492899	-0.5236
CN_798188	19	3498193	-0.1085
CN_800239	19	3498737	-0.343
SNP_A-8296997	19	3499309	0.3509
CN_800247	19	3501286	0.3654
CN_800252	19	3501756	-0.1674
CN_800254	19	3503008	-0.246
CN_165964	19	3509794	-0.2605
SNP_A-8326214	19	3510007	0.3769
CN_800285	19	3510111	-0.1934
CN_800317	19	3521410	-0.4829
SNP_A-8405438	19	3527112	-0.161
CN_800354	19	3533408	0
SNP_A-8645244	19	3533805	-0.1365
CN_767566	19	3542109	-0.1825
SNP_A-8583678	19	3542985	-0.3792
SNP_A-4278970	19	3554785	-0.4594
SNP_A-1798025	19	3560636	-1.1934
SNP_A-8316695	19	3571448	-0.3309
CN_769843	19	3593690	0.4764
CN_769846	19	3594592	-0.4305
CN_769860	19	3599136	-0.1949
CN_769893	19	3605541	-0.6756
SNP_A-8293989	19	3611974	-1.0326
CN_771989	19	3616564	-0.161
SNP_A-1940033	19	3623536	-0.1516
CN_772088	19	3639974	-0.08
CN_772096	19	3642945	-0.668
CN_774203	19	3654183	0
SNP_A-4273182	19	3660621	-0.0541
CN_774239	19	3663845	0.533
SNP_A-2079792	19	3664096	-0.4829
CN_774242	19	3664444	-0.5654
CN_166187	19	3687401	-1.2016
CN_776428	19	3695702	-0.4081
CN_776432	19	3696305	-1.4411
CN_776452	19	3700861	-0.9106
CN_776463	19	3705112	0.0458
SNP_A-2063652	19	3705662	0.2008
SNP_A-2263283	19	3705679	0.1285
CN_776468	19	3705717	0.2451
CN_776471	19	3706455	-0.6611
SNP_A-2313330	19	3709020	-0.819
CN_778558	19	3717734	-1.1085
CN_778592	19	3723922	-0.0305
CN_778596	19	3724058	-0.4411
CN_778602	19	3724824	-0.819
SNP_A-8626346	19	3730043	-1.568
SNP_A-8510079	19	3731785	-0.2605
CN_780713	19	3742067	-0.424
SNP_A-8402638	19	3745548	-0.3815
SNP_A-2272416	19	3750692	-0.4778
SNP_A-4293043	19	3750871	-0.5654
SNP_A-4251699	19	3757052	-0.0326
SNP_A-8631089	19	3757411	-0.578
SNP_A-4273368	19	3762121	0.049
SNP_A-8372621	19	3762500	-0.5976
SNP_A-8372304	19	3765582	-0.2605
CN_780827	19	3765671	-0.2116
CN_780830	19	3766531	-0.32
SNP_A-8322484	19	3769836	-1.4622
CN_782927	19	3776182	-0.4361
CN_782928	19	3777021	-1.2891
CN_782932	19	3777234	-0.5631
CN_782993	19	3793920	-0.08
SNP_A-8365670	19	3794101	0.3452
CN_782995	19	3794207	-0.0892
CN_783002	19	3795705	-1.4166
SNP_A-4229722	19	3814394	-0.0261
CN_785101	19	3814435	0.4764
CN_785103	19	3815537	-1.4778
CN_785108	19	3816221	-1.8455
CN_785142	19	3824639	-0.6858
SNP_A-4234533	19	3825036	-0.8037
CN_785151	19	3828765	0.316
CN_785169	19	3832945	-0.3601
SNP_A-8515725	19	3835179	-0.2756
CN_785180	19	3836266	0.0614
CN_785183	19	3837071	-0.32
CN_787255	19	3839182	-1.4111
CN_787257	19	3840171	-0.5236
SNP_A-8596497	19	3842329	-0.568
CN_166400	19	3850098	0.0614
SNP_A-2120017	19	3851346	-0.4851
CN_787285	19	3851413	-0.2016
CN_787287	19	3851673	-0.0541
CN_787298	19	3856450	-0.1825
SNP_A-8390335	19	3856658	-0.7866
CN_787302	19	3857348	-0.6305
CN_787331	19	3864709	-0.0211
SNP_A-2173616	19	3877751	-1.2016
CN_787368	19	3878453	-0.5236
CN_787372	19	3878908	0.0219
SNP_A-8296145	19	3879035	-0.9524
SNP_A-8355036	19	3879196	-0.1699
CN_789462	19	3886676	-0.639
CN_789484	19	3895678	-1.3012
CN_789499	19	3899274	-0.993
CN_789509	19	3901890	-1.0326
CN_789512	19	3902557	-0.5575
SNP_A-4233938	19	3902724	-0.3861
SNP_A-4242285	19	3903006	-0.191
CN_789517	19	3903832	-1.4166
CN_789524	19	3906716	-1.3309
CN_789525	19	3907485	-0.246
CN_789534	19	3910860	-0.5907
CN_789537	19	3911093	-1.08
CN_789539	19	3911771	0.017
SNP_A-8353482	19	3912905	-0.4361
SNP_A-8429319	19	3918049	-1.4305
CN_791632	19	3923223	-0.7799
CN_791663	19	3931640	0.1545
CN_791678	19	3934980	0
CN_791720	19	3942434	-0.6167
CN_791722	19	3942973	0.3509
CN_791726	19	3943269	-0.73
CN_793828	19	3957923	-1.4496
CN_793876	19	3968971	-0.6167
SNP_A-8528300	19	3974967	-0.6611
CN_793906	19	3975348	-0.3815
SNP_A-8610807	19	3979374	-1.224
SNP_A-8469494	19	3979410	-1.594
CN_793919	19	3979429	-1.4622
SNP_A-2299250	19	3980369	0.2313
CN_793937	19	3983993	-0.1365
SNP_A-8329020	19	3984414	-0.819
CN_166600	19	3987403	-0.4081
CN_796000	19	3987802	-1.8455
CN_796030	19	3993130	-1.1085
CN_796051	19	3998684	-0.7162
CN_796053	19	4000156	-0.009
CN_798228	19	4030653	-1.1085
SNP_A-4254308	19	4032531	-0.6811
CN_166704	19	4036396	0.0614
CN_798259	19	4036696	0.5468
SNP_A-4279695	19	4040581	-0.9386
SNP_A-4255589	19	4040595	-0.6935
SNP_A-2242890	19	4063069	-0.5236
CN_800426	19	4073730	-1.594
SNP_A-8324621	19	4102625	-0.467
CN_767790	19	4106113	-0.4411
CN_767795	19	4106786	-0.2891
SNP_A-8642245	19	4113314	-1.5236
CN_769955	19	4136330	0.1139
CN_769958	19	4136772	-0.191
CN_769959	19	4137004	-1.2605
SNP_A-4297113	19	4139852	-0.343
CN_769972	19	4142635	-0.224
CN_769973	19	4143214	-0.08
SNP_A-1935075	19	4149863	-0.246
SNP_A-1910672	19	4159104	-0.6756
CN_770030	19	4160339	-0.224
CN_770034	19	4161590	0.181
CN_772108	19	4164602	-1.3309
CN_772109	19	4164804	-1.1934
SNP_A-2041586	19	4176088	-1.009
CN_772146	19	4177086	-0.5825
CN_772149	19	4178415	-0.1336
SNP_A-1792488	19	4182942	-0.6305
CN_772161	19	4183310	-0.4622
CN_772164	19	4184195	0.2838
SNP_A-8607276	19	4186146	-0.1312
SNP_A-8716127	19	4194093	-0.9106
SNP_A-4244756	19	4196017	-0.8955
CN_774340	19	4211184	-0.2891
CN_774345	19	4212607	-0.1085
CN_167054	19	4214015	-0.578
CN_774359	19	4215086	0.142
CN_774388	19	4223075	-0.2962
CN_774392	19	4224031	0.142
CN_774417	19	4230226	0.8326
CN_774422	19	4231322	-0.5825
CN_774432	19	4232029	-0.8455
CN_776517	19	4241203	0.0931
CN_776531	19	4244261	-0.6528
CN_776532	19	4244505	0.1769
CN_776559	19	4251036	-0.4217
SNP_A-4224258	19	4251072	0.0614
SNP_A-4222723	19	4251087	0.0931
SNP_A-8379038	19	4251370	0.5309
SNP_A-8648272	19	4254378	-0.6528
SNP_A-8646666	19	4256922	-0.1516
CN_776583	19	4257359	-0.0596
SNP_A-1938167	19	4265945	-2.4111
CN_776614	19	4267486	-0.3903
CN_776616	19	4268318	0.1545
SNP_A-8451551	19	4268405	0.4764
SNP_A-8707558	19	4271625	0.3561
SNP_A-4245456	19	4288208	-0.0305
SNP_A-2064926	19	4288558	-0.4747
CN_778741	19	4299133	-0.1825
CN_778748	19	4300624	0.3129
SNP_A-8307231	19	4301478	-0.1756
SNP_A-2232435	19	4301848	-0.8037
CN_778771	19	4306124	0.1716
CN_778773	19	4306838	-0.1365
SNP_A-8636870	19	4308101	0.2451
SNP_A-8424624	19	4312106	0.4123
CN_780853	19	4315817	-1.7966
CN_780896	19	4326148	-1.1674
SNP_A-2261446	19	4332108	-1.6231
CN_780920	19	4332506	-0.3861
CN_780932	19	4338015	-0.1085
CN_167321	19	4342356	-0.6528
SNP_A-8426078	19	4342850	0.1926
SNP_A-8688626	19	4346351	-0.746
CN_780956	19	4346405	-0.4166
CN_167333	19	4349819	-1.0381
SNP_A-8643943	19	4375165	-0.8455
CN_783127	19	4375654	-0.3121
SNP_A-2069000	19	4375676	-0.2016
CN_783147	19	4380668	-0.1699
SNP_A-2061156	19	4384677	0.2771
CN_785203	19	4389702	0.1926
SNP_A-2080682	19	4391337	-0.2941
SNP_A-2104379	19	4394313	0.1545
SNP_A-2300155	19	4406163	-0.3576
CN_785277	19	4412209	0.2008
SNP_A-2247653	19	4414597	-0.7646
SNP_A-4259154	19	4416414	-0.487
CN_785288	19	4417843	-0.7041
SNP_A-4205919	19	4417848	-0.6611
CN_785318	19	4423834	0.361
CN_785319	19	4424377	0.6629
CN_785322	19	4425615	0.2034
CN_785325	19	4425829	0.0614
CN_787394	19	4431541	-1.4305
CN_787397	19	4432113	-0.2891
CN_787403	19	4434038	-0.1085
CN_787410	19	4437039	-0.3903
CN_787412	19	4437324	-0.4305
CN_787415	19	4438044	-0.5236
SNP_A-8307813	19	4449290	-0.0596
SNP_A-8441097	19	4449811	-1.2891
CN_787469	19	4450391	-0.8131
SNP_A-2254464	19	4488929	-1.4111
CN_789666	19	4500272	-1.1085
CN_789668	19	4501033	0.4123
CN_789686	19	4506938	0.181
SNP_A-2179308	19	4507704	-0.4778
CN_789693	19	4514062	-0.1865
SNP_A-2247452	19	4514457	-0.594
SNP_A-8441435	19	4521613	-0.6811
CN_791778	19	4525077	-0.9221
SNP_A-8650922	19	4526170	-0.7019
CN_167598	19	4529351	-0.1085
SNP_A-8645781	19	4533617	-0.5236
SNP_A-8417695	19	4533719	-0.746
SNP_A-8716626	19	4535970	-0.983
SNP_A-2254846	19	4539479	0.424
CN_791829	19	4541254	0.5919
SNP_A-8597122	19	4551203	-1.2605
CN_791868	19	4552400	-0.5709
SNP_A-2299721	19	4555774	0.0219
CN_793971	19	4560755	-0.1085
CN_793990	19	4565864	-0.4564
CN_793991	19	4566518	-0.5236
CN_794007	19	4570568	0.1661
SNP_A-8589427	19	4570783	0.0614
SNP_A-8428459	19	4572801	-0.7606
CN_794018	19	4573626	0.0614
CN_794077	19	4593682	-0.8455
CN_796133	19	4594222	-1.1085
CN_796138	19	4594502	-0.1365
SNP_A-2173628	19	4594835	-0.0381
SNP_A-8440998	19	4599160	-1.1807
SNP_A-2271038	19	4605227	-0.5907
CN_796217	19	4605977	-1.6231
SNP_A-2283575	19	4612976	-1.4564
CN_796262	19	4624197	-0.6611
CN_167756	19	4624579	-0.7252
CN_798349	19	4633439	0.3129
CN_798351	19	4633773	0.1661
SNP_A-8572589	19	4640283	-0.306
CN_798410	19	4653836	-2.2891
SNP_A-2040097	19	4655534	-0.4778
SNP_A-8710797	19	4657967	0.2451
SNP_A-1782662	19	4658242	-0.5236
SNP_A-8459152	19	4658389	-0.578
CN_798453	19	4658892	-0.3171
CN_800516	19	4662098	0.181
SNP_A-2201863	19	4666744	-0.2187
CN_800564	19	4673369	-1.1674
SNP_A-2166980	19	4673502	-1.6528
CN_800569	19	4673942	-0.083
SNP_A-2145914	19	4674787	0.1716
CN_800577	19	4675266	-1.7162
CN_800586	19	4677570	-0.746
CN_800587	19	4678471	-0.2941
CN_800597	19	4681634	-0.2605
CN_800602	19	4682240	-0.4747
CN_800622	19	4688832	-1.733
SNP_A-1794587	19	4692342	-0.8261
SNP_A-4294231	19	4701120	-0.7041
CN_767864	19	4702292	-0.08
CN_767883	19	4708894	0.2354
CN_767904	19	4714491	0.0614
CN_767907	19	4715335	-0.6528
SNP_A-8614297	19	4715955	-0.561
CN_767924	19	4720773	-0.4456
CN_767964	19	4731159	0.1869
CN_767965	19	4731706	0.1545
CN_770038	19	4731938	-0.5236
CN_770048	19	4734673	-0.5654
SNP_A-1927490	19	4735651	-0.8715
CN_770052	19	4735733	-0.7866
CN_770064	19	4740086	-1.2784
SNP_A-8591522	19	4742226	-1.398
CN_770070	19	4742540	-0.3467
CN_770073	19	4743002	-0.4778
CN_167979	19	4749822	-0.2016
CN_770101	19	4752590	-1.594
SNP_A-8454316	19	4752637	-0.8231
SNP_A-8612362	19	4752750	-0.6756
CN_770104	19	4753742	-0.3601
SNP_A-8553461	19	4754564	-1.2016
SNP_A-8712975	19	4755019	-0.0596
SNP_A-2034776	19	4755166	-0.606
CN_770111	19	4755183	-0.3716
CN_770135	19	4765777	-0.9221
SNP_A-8327909	19	4767768	-0.5236
SNP_A-8517011	19	4767821	-0.5236
CN_770142	19	4768308	0.2134
SNP_A-8610071	19	4769728	-0.5236
CN_770153	19	4772388	-0.3792
SNP_A-1932167	19	4772751	0.2354
CN_770155	19	4772812	0.6988
CN_772248	19	4783686	-0.5742
CN_772254	19	4785513	-0.0761
CN_772266	19	4788358	0.007
CN_772268	19	4788415	-0.0641
CN_772270	19	4789472	0.2134
SNP_A-2243478	19	4789513	-0.1085
SNP_A-1780624	19	4795330	-0.983
CN_772299	19	4800786	-0.8715
CN_772306	19	4802238	-0.1558
CN_772312	19	4805732	-0.3601
CN_772313	19	4806497	-0.2187
CN_772318	19	4807263	-0.5976
CN_772329	19	4809242	-0.7715
CN_774436	19	4821587	-0.639
CN_774437	19	4822618	-0.083
CN_774442	19	4822816	-0.0381
SNP_A-4203054	19	4822843	0.1139
SNP_A-1869927	19	4823677	-1.1085
CN_774454	19	4825749	-0.7162
CN_774472	19	4829138	-0.2298
CN_774473	19	4829309	-1.1451
CN_774492	19	4833823	-1.6935
CN_774517	19	4840987	-0.1085
SNP_A-1913376	19	4841139	-0.0305
CN_774522	19	4842890	-0.1558
SNP_A-1874553	19	4844140	-0.5976
SNP_A-8634967	19	4844193	-0.4496
SNP_A-1791358	19	4844621	-0.5976
SNP_A-8657796	19	4848231	0.1683
SNP_A-4280892	19	4852125	-1.1085
CN_774550	19	4853291	-0.8903
CN_774552	19	4853488	-0.1756
CN_774561	19	4857610	-0.32
CN_776622	19	4860658	-0.5825
SNP_A-8454233	19	4866427	-0.2398
CN_776659	19	4870918	-0.8455
CN_776668	19	4873132	0.3244
CN_776678	19	4877119	-1.0641
CN_776682	19	4877715	-0.4166
CN_776693	19	4881494	-0.4851
SNP_A-8351663	19	4886538	-0.0471
SNP_A-1842024	19	4890902	0.5353
CN_776737	19	4895084	-0.8715
CN_776738	19	4895628	-1.1674
SNP_A-8713349	19	4895650	-1.1085
SNP_A-8291432	19	4908081	0.1661
SNP_A-2306799	19	4908377	-0.3495
SNP_A-2212915	19	4912313	-0.8675
CN_778830	19	4912442	-0.9386
SNP_A-2185343	19	4912545	-0.6704
SNP_A-2183291	19	4912717	0
SNP_A-2122382	19	4913059	-0.0875
CN_778831	19	4913191	-0.7041
CN_778845	19	4915876	-0.2605
SNP_A-1804726	19	4915926	-0.343
CN_778862	19	4920472	-0.2605
CN_778865	19	4921175	0.0435
SNP_A-2197717	19	4921881	0.5289
CN_778894	19	4928848	-0.3903
SNP_A-8661657	19	4928892	-0.2016
SNP_A-1940655	19	4929461	0.1045
CN_778898	19	4929703	-0.5236
SNP_A-2076318	19	4936938	-0.4805
SNP_A-8457150	19	4945238	-0.611
CN_780991	19	4946085	-0.2891
SNP_A-8658876	19	4953339	-0.2891
CN_781029	19	4956708	-0.561
CN_781042	19	4959620	-0.2016
CN_781060	19	4963167	-1.3716
CN_781066	19	4965629	-0.4166
CN_168457	19	4967380	0.3296
SNP_A-8658535	19	4967396	0.1139
CN_781083	19	4967927	-0.1085
SNP_A-8673658	19	4967943	-0.1756
CN_168475	19	4975537	-0.4747
SNP_A-8583407	19	4975553	-0.7162
CN_783194	19	4979732	-0.5236
CN_783203	19	4982010	-0.2941
CN_783206	19	4982972	-0.5877
SNP_A-4277899	19	4984577	-0.4361
SNP_A-8303476	19	4985515	-0.2605
SNP_A-8519051	19	4988582	-0.5631
CN_783230	19	4988987	-1.1085
CN_783236	19	4990326	-0.561
CN_783248	19	4993064	-0.1699
CN_783255	19	4994264	0.007
CN_783260	19	4996719	-0.733
CN_783264	19	4997151	0.1869
CN_783272	19	4999463	-0.7041
CN_783290	19	5004816	-0.8646
CN_783293	19	5005374	0.0219
CN_785333	19	5008533	-1.1085
SNP_A-8604599	19	5009455	0.2771
SNP_A-8675442	19	5009534	-0.3309
CN_785348	19	5010609	-0.1336
CN_785354	19	5011220	-0.3309
SNP_A-8414010	19	5016608	0.5919
CN_785410	19	5025379	-0.5236
CN_785415	19	5025543	-0.2736
CN_785433	19	5029452	0.1926
CN_785451	19	5033742	-0.224
SNP_A-8479293	19	5036744	0.0931
SNP_A-8632569	19	5037072	-0.32
SNP_A-8456363	19	5037404	-0.1825
SNP_A-8519722	19	5039124	0.2249
SNP_A-1782546	19	5041167	-0.611
SNP_A-1879749	19	5045376	-0.746
SNP_A-8302042	19	5046059	-0.1336
CN_787558	19	5050122	0.0759
CN_787560	19	5051122	-0.5236
SNP_A-8573684	19	5052136	-0.5236
SNP_A-8311241	19	5055985	0.5378
CN_787569	19	5056373	-1.7162
CN_787573	19	5057684	-0.0471
SNP_A-1813835	19	5061041	0.181
SNP_A-1878949	19	5061334	-0.5709
CN_787583	19	5062521	-0.7606
CN_787592	19	5066038	-0.2435
CN_787610	19	5072291	-0.3716
CN_787611	19	5072464	-0.746
CN_787612	19	5073047	-0.0183
SNP_A-8413891	19	5076766	-0.8928
SNP_A-2307053	19	5077572	-0.668
SNP_A-2310616	19	5078404	-0.4829
SNP_A-8526783	19	5080636	-0.5236
CN_787636	19	5080848	-0.161
SNP_A-1781361	19	5081168	-0.8455
SNP_A-1854277	19	5081353	-0.5877
CN_787639	19	5081470	-0.8675
CN_789712	19	5089784	-0.4166
SNP_A-8717296	19	5092439	-0.4829
CN_789716	19	5093009	-1.6016
SNP_A-8603850	19	5095978	-0.424
SNP_A-8408240	19	5097645	0.1228
CN_789732	19	5098580	-0.4805
SNP_A-8327156	19	5105397	-0.2116
CN_789768	19	5112250	-0.6016
CN_789788	19	5118606	0.0614
SNP_A-4284656	19	5142462	-0.3716
SNP_A-8407417	19	5142806	-0.246
CN_789845	19	5147382	-0.4361
SNP_A-2005860	19	5147724	-1.2891
SNP_A-1889187	19	5148240	-0.5236
SNP_A-4259201	19	5148372	-0.6016
SNP_A-8329220	19	5148619	-0.246
CN_168748	19	5149248	-0.7715
SNP_A-8528476	19	5155297	-1.0429
CN_791916	19	5155614	-0.2298
CN_791931	19	5159911	-0.9742
CN_791933	19	5160902	0.0614
CN_791944	19	5163852	0.292
SNP_A-8590646	19	5168009	0.3189
SNP_A-1853967	19	5169761	-1.1085
CN_791964	19	5169900	-0.606
CN_791966	19	5170329	0.2996
CN_791968	19	5171097	-0.1934
SNP_A-8475532	19	5171260	-1.2116
CN_791972	19	5172617	-1.0471
SNP_A-8527653	19	5175613	-0.4496
CN_791986	19	5176160	-0.639
CN_791988	19	5176798	-0.2341
SNP_A-1785237	19	5178194	-0.5709
SNP_A-2043156	19	5178666	0.3065
CN_792001	19	5180237	-1.5742
CN_792020	19	5184438	-0.1402
